Rank,Title,Issn
620,Small Methods,23669608
621,Wiley interdisciplinary reviews. RNA,"17577012, 17577004"
622,IEEE Reviews in Biomedical Engineering,"19373333, 19411189"
623,Systematic Biology,"1076836X, 10635157"
624,American Journal of Kidney Diseases,"15236838, 02726386"
625,Annual Reviews in Control,13675788
626,Journal of Financial Intermediation,"10960473, 10429573"
627,Clinical Gastroenterology and Hepatology,"15427714, 15423565"
628,Clinical Microbiology and Infection,"1198743X, 14690691"
629,FEMS Microbiology Reviews,"01686445, 15746976"
630,Contemporary Accounting Research,8239150
631,Environmental Science and Technology Letters,23288930
632,Gut Microbes,"19490984, 19490976"
633,International Journal of Production Economics,9255273
634,Allergy: European Journal of Allergy and Clinical Immunology,"01054538, 13989995"
635,Laser and Photonics Reviews,"18638880, 18638899"
636,Journal of Management Information Systems,"1557928X, 07421222"
637,Blood advances,"24739529, 24739537"
638,International Journal of Management Reviews,"14608545, 14682370"
639,Annual Review of Statistics and Its Application,"23268298, 2326831X"
640,Autism in Adulthood,"25739581, 2573959X"
641,Current Opinion in Plant Biology,"18790356, 13695266"
642,Annual Review of Materials Research,"15317331, 15454118"
643,Physical Review Letters,"10797114, 00319007"
644,Persoonia: Molecular Phylogeny and Evolution of Fungi,315850
645,Acta Pharmaceutica Sinica B,"22113843, 22113835"
646,Production and Operations Management,"10591478, 19375956"
647,Annual review of biomedical data science,25743414
648,Molecular Metabolism,22128778
649,Dialogues in Clinical Neuroscience,"19585969, 12948322"
650,Annals of PDE,"21992576, 25245317"
651,Journal of Integrative Plant Biology,"16729072, 17447909"
652,World Politics,"00438871, 10863338"
653,American Journal of Obstetrics and Gynecology,"00029378, 10976868"
654,Biomarker Research,20507771
655,Biomaterials,"01429612, 18785905"
656,Transport Reviews,"01441647, 14645327"
657,Environment international,"18736750, 01604120"
658,European Heart Journal Cardiovascular Imaging,"20472412, 20472404"
659,Journal of Operations Management,"18731317, 02726963"
660,Redox Biology,22132317
661,New Phytologist,"14698137, 0028646X"
662,ACS Materials Letters,26394979
663,Thorax,"14683296, 00406376"
664,British Journal of Cancer,"15321827, 00070920"
665,Trends in Food Science and Technology,9242244
666,Plant Biotechnology Journal,"14677644, 14677652"
667,Global Environmental Change,"09593780, 18729495"
668,Journal of Retailing and Consumer Services,9696989
669,IEEE Journal of Emerging and Selected Topics in Power Electronics,"21686785, 21686777"
670,Current Biology,"18790445, 09609822"
671,Current Opinion in Neurobiology,"09594388, 18736882"
672,Journal of Public Administration Research and Theory,"14779803, 10531858"
673,Organizational Psychology Review,"20413866, 20413874"
674,Seminars in Immunology,"10445323, 10963618"
675,Critical Care,"1466609X, 13648535"
676,Computer-Aided Civil and Infrastructure Engineering,"14678667, 10939687"
677,Engineered Regeneration,26661381
678,International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS,-
679,JCI insight,23793708
680,npj Flexible Electronics,23974621
681,Environmental Science and Ecotechnology,26664984
682,Journal of Vocational Behavior,"10959084, 00018791"
683,Implementation Science,17485908
684,"Journal of Neurology, Neurosurgery and Psychiatry","1468330X, 00223050"
685,Communications of the ACM,"15577317, 00010782"
686,Diabetes Technology and Therapeutics,"15209156, 15578593"
687,"Lancet Regional Health - Americas, The",2667193X
688,Journal of Hazardous Materials,"18733336, 03043894"
689,New Astronomy Reviews,13876473
690,Annual Review of Biomedical Engineering,"15239829, 15454274"
691,npj Climate and Atmospheric Science,23973722
692,Communication Research,"00936502, 15523810"
693,Trends in Microbiology,"18784380, 0966842X"
694,JACS Au,26913704
695,National Science Review,"20955138, 2053714X"
696,Analysis and PDE,"1948206X, 21575045"
697,Chinese Journal of Catalysis,18722067
698,Journal of Magnesium and Alloys,22139567
699,Journal of the National Cancer Center,"20968663, 26670054"
700,Long Range Planning,"00246301, 18731872"
701,Trends in Endocrinology and Metabolism,"10432760, 18793061"
702,International Journal of Hospitality Management,2784319
703,Acta Materialia,13596454
704,Theranostics,18387640
705,Journal of Advertising,"15577805, 00913367"
706,Applied Mechanics Reviews,"00036900, 10888535"
707,Robotics and Computer-Integrated Manufacturing,7365845
708,Current Directions in Psychological Science,"14678721, 09637214"
709,Aging Cell,"14749726, 14749718"
710,SIAM Review,"10957200, 00361445"
711,International Journal of Press/Politics,"19401612, 19401620"
712,Europace,"10995129, 15322092"
713,International Journal of Surgery,"17439191, 17439159"
714,Journal of Internal Medicine,"09546820, 13652796"
715,International Journal of Plasticity,7496419
716,European Respiratory Review,"16000617, 09059180"
717,IEEE Transactions on Information Forensics and Security,15566013
718,Journal of Clinical Epidemiology,"08954356, 18785921"
719,Cancer,"0008543X, 10970142"
720,JACC: Cardiovascular Interventions,"18767605, 19368798"
721,"Transportation Research, Part E: Logistics and Transportation Review",13665545
722,Eurosurveillance,"15607917, 1025496X"
723,JACC: CardioOncology,26660873
724,Journal of Bioresources and Bioproducts,23699698
725,IEEE Journal of Solid-State Circuits,"1558173X, 00189200"
726,Journal of Differential Geometry,"0022040X, 1945743X"
727,IEEE Wireless Communications Letters,"21622345, 21622337"
728,npj Precision Oncology,2397768X
729,IEEE Transactions on Knowledge and Data Engineering,10414347
730,Cancer and Metastasis Reviews,"01677659, 15737233"
731,Journal of the ACM,"00045411, 1557735X"
732,Proceedings - IEEE INFOCOM,0743166X
733,Medicinal Research Reviews,"01986325, 10981128"
734,Transportation Research Part C: Emerging Technologies,0968090X
735,Biochar,25247867
736,Chemical Engineering Journal,13858947
737,Operations Research,"0030364X, 15265463"
738,International Journal of Contemporary Hospitality Management,9596119
739,Current Opinion in Immunology,"09527915, 18790372"
740,Biochimica et Biophysica Acta - Reviews on Cancer,"18792561, 0304419X"
741,Studies in Science Education,"19408412, 03057267"
742,Additive Manufacturing,22148604
743,Communications Earth and Environment,26624435
744,Journal of Neuroinflammation,17422094
745,Hypertension,"0194911X, 15244563"
746,Current Opinion in Structural Biology,"1879033X, 0959440X"
747,npj Quantum Information,20566387
748,Journal of Sustainable Tourism,"09669582, 17477646"
749,Applied Energy,"18729118, 03062619"
750,Obesity Reviews,"1467789X, 14677881"
751,"Journal of Cachexia, Sarcopenia and Muscle","21905991, 21906009"
752,Journal of Environmental Economics and Management,"10960449, 00950696"
753,Neuroscience and Biobehavioral Reviews,"18737528, 01497634"
754,Cardiovascular Research,"17553245, 00086363"
755,Milbank Quarterly,"0887378X, 14680009"
756,Developmental Review,"02732297, 10902406"
757,Science Bulletin,"20959273, 20959281"
758,Environmental Chemistry Letters,16103653
759,Journal of Experimental and Clinical Cancer Research,"17569966, 03929078"
760,IEEE Open Journal of Industry Applications,26441241
761,Journal of Materials Chemistry A,"20507496, 20507488"
762,"BMJ, The","09598146, 17561833"
763,Composites Part B: Engineering,13598368
764,Nature Computational Science,26628457
765,Journal of Machine Learning Research,"15337928, 15324435"
766,Alimentary Pharmacology and Therapeutics,"02692813, 13652036"
767,Journal of Politics,"14682508, 00223816"
768,Metabolism: Clinical and Experimental,"00260495, 15328600"
769,Shiyou Kantan Yu Kaifa/Petroleum Exploration and Development,10000747
770,Psychological Review,"19391471, 0033295X"
771,Nous,"14680068, 00294624"
772,Annual Review of Criminology,25724568
773,Protection and Control of Modern Power Systems,"23670983, 23672617"
774,"Trauma, Violence, and Abuse","15248380, 15528324"
775,Journal of Educational Psychology,"19392176, 00220663"
776,Work and Stress,"02678373, 14645335"
777,Critical Reviews in Biochemistry and Molecular Biology,"10409238, 15497798"
778,IEEE Transactions on Transportation Electrification,23327782
779,"Resources, Conservation and Recycling","18790658, 09213449"
780,Information Systems Journal,"13501917, 13652575"
781,Psychological Medicine,"14698978, 00332917"
782,Astrophysical Journal Letters,"20418213, 20418205"
783,"Journal of Black Psychology, The","15524558, 00957984"
784,Clinical Child and Family Psychology Review,"15732827, 10964037"
785,Annual Review of Phytopathology,"00664286, 15452107"
786,Psychology and Marketing,"07426046, 15206793"
787,British Journal of Dermatology,"00070963, 13652133"
788,IEEE Transactions on Mobile Computing,15361233
789,Molecular Aspects of Medicine,"00982997, 18729452"
790,Journal of the Association of Environmental and Resource Economists,"23335963, 23335955"
791,Military Medical Research,"20549369, 20957467"
792,Global Ecology and Biogeography,"14668238, 1466822X"
793,Journal of Sport and Health Science,"22132961, 20952546"
794,Neuropsychopharmacology,"0893133X, 1470634X"
795,IEEE Communications Standards Magazine,24712825
796,Comprehensive Reviews in Food Science and Food Safety,15414337
797,Criminology,"17459125, 00111384"
798,Assessment and Evaluation in Higher Education,"02602938, 1469297X"
799,Business and Society,"00076503, 15524205"
800,Psychological Science,"09567976, 14679280"
801,Pattern Recognition,313203
802,Annals of Surgery,"15281140, 00034932"
803,CCS Chemistry,20965745
804,European urology oncology,25889311
805,British Journal of Psychiatry,"00071250, 14721465"
806,Food Hydrocolloids,0268005X
807,IEEE Vehicular Technology Magazine,15566072
808,IEEE Transactions on Vehicular Technology,"00189545, 19399359"
809,IEEE Open Journal of the Communications Society,2644125X
810,BMC Medicine,17417015
811,Child Development Perspectives,"17508606, 17508592"
812,Journal of Statistical Software,15487660
813,Industrial Marketing Management,198501
814,Journal of Crohn's and Colitis,18739946
815,Cellular and Molecular Gastroenterology and Hepatology,2352345X
816,Human Resource Management Journal,9545395
817,Ecological Monographs,129615
818,Genetics in Medicine,"10983600, 15300366"
819,Seminars in Immunopathology,"18632297, 18632300"
820,Journal of Industrial Information Integration,2452414X
821,International Journal of Forecasting,1692070
822,JACC: Basic to Translational Science,2452302X
823,American Journal of Transplantation,"16006135, 16006143"
824,Journal of Population Economics,"14321475, 09331433"
825,Political Behavior,"01909320, 15736687"
826,Autoimmunity Reviews,"15689972, 18730183"
827,Cold Spring Harbor Perspectives in Medicine,21571422
828,Circulation. Genomic and precision medicine,25748300
829,Journal of Infection,"01634453, 15322742"
830,Globalization and Health,17448603
831,International Journal of Production Research,"00207543, 1366588X"
832,Proceedings of the VLDB Endowment,21508097
833,Annual Review of Animal Biosciences,"21658110, 21658102"
834,Neurology: Neuroimmunology and NeuroInflammation,23327812
835,Applied Psychology,"0269994X, 14640597"
836,Journal of Family Business Strategy,18778585
837,Critical Care Medicine,"00903493, 15300293"
838,International Journal of Epidemiology,"14643685, 03005771"
839,Transportation Research Part B: Methodological,1912615
840,Journal of Communication,"00219916, 14602466"
841,Advances in Colloid and Interface Science,18686
842,Intelligent and Converged Networks,27086240
843,International Journal of Extreme Manufacturing,"26317990, 26318644"
844,Omega,3050483
845,IEEE Transactions on Affective Computing,19493045
846,China Petroleum Exploration,16727703
847,Methods in Ecology and Evolution,2041210X
848,Annales de l'Institut Henri Poincare (C) Analyse Non Lineaire,"18731430, 02941449"
849,Computers in Human Behavior,7475632
850,Digital Journalism,"2167082X, 21670811"
851,Proceedings of the ACM SIGMOD International Conference on Management of Data,7308078
852,IEEE Industrial Electronics Magazine,19324529
853,Journal of Health and Social Behavior,"00221465, 21506000"
854,American Journal of Clinical Dermatology,11750561
855,Journal of Economic Surveys,"14676419, 09500804"
856,Automation in Construction,9265805
857,Journal of Business Ethics,"15730697, 01674544"
858,Cardiovascular Diabetology,14752840
859,Journal of Service Management,17575818
860,Tourism Geographies,"14701340, 14616688"
861,Annals of the International Communication Association,"23808977, 23808985"
862,Acta Psychiatrica Scandinavica,"16000447, 0001690X"
863,Seminars in Cell and Developmental Biology,"10963634, 10849521"
864,Communications in Transportation Research,27724247
865,Alzheimer's Research and Therapy,17589193
866,American Journal of Hematology,"03618609, 10968652"
867,Journal of Biomedical Science,"10217770, 14230127"
868,Journal of Second Language Writing,10603743
869,Neural Networks,"08936080, 18792782"
870,Progress in Neurobiology,"18735118, 03010082"
871,Social Issues and Policy Review,"17512409, 17512395"
872,Radiology: Artificial Intelligence,26386100
873,European Journal of Teacher Education,"14695928, 02619768"
874,International Journal of Mining Science and Technology,20952686
875,Global Food Security,22119124
876,International journal of oral science,"20493169, 16742818"
877,Cancer Letters,"03043835, 18727980"
878,Information and Management,3787206
879,Technovation,1664972
880,Journal of Anxiety Disorders,"08876185, 18737897"
881,European Journal of Personality,"08902070, 10990984"
882,Cell Chemical Biology,"24519448, 24519456"
883,"Arteriosclerosis, Thrombosis, and Vascular Biology","10795642, 15244636"
884,International Journal of Advertising,"17593948, 02650487"
885,Acta neuropathologica communications,20515960
886,IEEE Transactions on Intelligent Transportation Systems,"15580016, 15249050"
887,Breast Cancer Research,"1465542X, 14655411"
888,Circulation: Cardiovascular Quality and Outcomes,"19417705, 19417713"
889,International Journal of Educational Technology in Higher Education,23659440
890,Bioresource Technology,"09608524, 18732976"
891,Family Business Review,"17416248, 08944865"
892,Bioinformatics,"13674811, 13674803"
893,Reviews in Aquaculture,"17535131, 17535123"
